name,link,status
Trifold Envelope Clutch Wallet,https://shopee.ph/Beverly-hand-wallet-Marikina-made-wallet-i.2250827.18871575772?sp_atk=78106be9-7984-4a3a-8aa2-49993cfd600f&xptdk=78106be9-7984-4a3a-8aa2-49993cfd600f,403
Peanut necklace,https://www.amazon.com/Personality-Rhinestone-Pendant-Necklace-Valentines/dp/B07G8TGWVL,404
Nordic table lamp,https://fourline.design/es/products/skinny-wireless-table-lamp,404
Electric Teeth Calculus Scaler Plaque Tartar Removal,https://www.fruugonorge.com/electric-teeth-whitening-dental-calculus-scaler-plaque-coffee-stain-tartar-removal-high-frequency-sonic-toothbrush-teeth-cleaner/p-180663736-385917904?language=en,403
Mechanical Arm Universal Faucet,https://www.amazon.com/Household-Bathroom-countertop-Universal-Mechanical/dp/B0DC6SSDS3?th=1,404
Щеплений секатор,https://rozetka.com.ua/429548915/p429548915/,403
Double-ended Spray,https://bt.rozetka.com.ua/442939109/p442939109/,403
Reusable Aluminum Foil Bowl Cover,https://www.ebay.co.uk/itm/387935788170,403
Stretch Comfort Trouser,https://www.legendlondon.co/collections/trousers/products/stretch-comfort-trouser-stone,404
Voco Trousers,https://icon-amsterdam.com/products/the-voco-trousers-2-0?variant=54024995504463,404
Magnetic Sewing Kit,https://www.amazon.co.jp/-/en/Thread-Needle-Kit-Magnetic-Portable/dp/B0D7RRCH7S,404
Mesh Nebulizer JSL-W303,https://www.amazon.it/FONCBIEN-Portatile-Silenzioso-Apparecchio-Domestico/dp/B0CYC8JPTL,404
Titaniums Ceramic Wax,https://www.amazon.com/Upgraded-Titanium-Altinoran-Long-Lasting-Vehicles/dp/B0FDGLCMZF/ref=sr_1_1?crid=14QBOD5TAXTSO&dib=eyJ2IjoiMSJ9.N5PvmHyz4pbo3noRes0la1kA3lzbj6SwY3DVLMDo7P6VSjLZBjaQWU_alhBgQI5dxYzuwX8dgRD0W8Kdi8BuJFZBQOis-S-JdFWyZCj6yZjO0Wn_CEIqUOugJZQW8rV4lB5WXSJKMZlxtCnBQ35XSq5k8fnExCvRVkTa7VQdKp_U5aD8MBmZNNwcvhlfOjYiU0Gr4VuyWFdhk7toBBCcmCoiI9VxADnRQDDbOcl2ps2mBD5siqqqTNSJ-vWdzQo300cxtGbVuX5q_qE4qarY1dcun2S0HWvuGwtDPijVXiM.ibNZiBzoTW7IzVwEu5Kr9VRZZz9rn1dhGy8_o8Awvhk&dib_tag=se&keywords=Titanium%2BCeramic%2BWax&qid=1751546668&sprefix=%2Caps%2C387&sr=8-1&th=1,404
Double-Sided Bath Foaming Bag,https://www.amazon.com/Double-Sided-Foaming-Dual-Sided-Exfoliating-Fabrics/dp/B0FJ23FF7J/ref=sr_1_8?crid=U2JG7H7TSSMC&dib=eyJ2IjoiMSJ9.bYlWhm_hmZmRypL2d2MRKXJZGwgp5SiQsBdjwDsKp5a9VKeZzLdaC746sCTUyFg5c6_4e8sKOOtKu5YvXGchtW-MZ4ywgpuEEFNiXp5XdiN3H2JRra9T_tY2S4LbO7Hac6A0au0XvmiV7uW-d2NoEy9ZK7G33LB0m3qxHY6YyYK8Z2B7bJPMz90cqsYrmsF1D1NlCevXewJM7RGG1rEMOU6LNbWgvDQ5NKbRtxg29KTWF8GJVhJCV0auGXTIqb_vTPtApy3WdZ0ZLZJSIj4Kv_umatka_EcJIfGWqwNqKLk.7rKQ-HXj01XGnnKNZ2yrfklMe993B-AtEE2xPUyTZnk&dib_tag=se&keywords=double-sided%2Bfoaming%2Bbag&qid=1755848283&sprefix=double-sided%2Bfoaming%2Bba%2Caps%2C386&sr=8-8&th=1,404
Smart Dishwasher Cleaner,https://www.ebay.co.uk/itm/405602262888?itmmeta=01K3NNHGZM5R9PSK87K2DDQZBS&hash=item5e6fc75f68:g:gNIAAOSw0RBk0fVK,403
Yegbong Soil Activator,https://peuhoy.com/products/soilgfd,404
“Midnight Flame” Sunflower Seeds,https://yoloim.com/products/midnight-blaze-sunflower-seeds8f217be7-979c-443b-bcd7-a2f314e11f19,403
Men's underwear made of ice silk,https://belleef.com/products/men-ice?variant=40394576658490,404
Two-pieces set: knitted dress and slip,https://www.migyun.com/products/women-s-round-neck-hollow-air-quality-two-piece-dress?utm_campaign=626757326375&utm_medium=PaidSocial&utm_source=Pinterest&utm_content=2680088578858&pp=1,403
LED Work Light for Auto BL-G51,https://www.amazon.co.jp/-/en/Multi-functional-flashlight-overhaul-multi-purpose-magnetic/dp/B0DGMCBVL5,404
SlimmyCards,https://www.amazon.com/Cardcarie-Pull-Out-Organizer-Personalized-Stackable/dp/B0CMLZHF8V,404
Slug Night Light,https://www.amazon.com/Original-Authentic,404
solar power bank,https://quacoa.com/products/solar-power-bank-s1008d,403
Smart LCD Display Back Correction Belt,https://www.amazon.com/Corrector-Straightener-Vibration-Broadcasting-Correction/dp/B09BF7KWDV,404
Eye Beauty Instrument Massager,https://executiveample.com/xiaomi-wellskins-beautiful-eye-instrument-vibration-massager-for-anti-aging/,404
POEDAGAR Watch 2,https://www.ebay.com/itm/394920334185,403
Tactical Gloves,https://www.ebay.com/itm/296255796854,403
Self-heating Socks,https://www.amazon.co.jp/-/en/Self-Heating-Tourmaline-Compression-Comfortable-Circulation/dp/B08F28ZCRX,404
Women Winter Thermal Underwear,https://www.amazon.com.au/Thermal-Underwear-Warming-Accessory-Clothing/dp/B0BSHD5VST?th=1,404
Tactical Gloves,https://completelyt.com/products/emissionr-indestructible-protective-gloves-2-2,404
Gonggi,https://www.amazon.co.jp/ISKALT-%E9%9F%93%E5%9B%BD%E6%B0%91%E4%BF%97%E9%81%8A%E3%81%B3%E3%82%BB%E3%83%83%E3%83%88%E3%82%B4%E3%83%B3%E3%82%B4%E3%83%B3%E3%82%B0%E3%82%AE-%E7%9F%B3%E6%8B%BE%E3%81%84%E3%82%B2%E3%83%BC%E3%83%A0-%E9%9F%93%E5%9B%BD%E3%81%AE%E4%BC%9D%E7%B5%B1%E7%9A%84%E3%81%AA%E9%81%8A%E3%81%B3%E3%82%B2%E3%83%BC%E3%83%A0-%E6%89%8B%E3%81%A8%E7%9B%AE%E3%81%AE%E5%8D%94%E8%AA%BF%E9%81%8B%E5%8B%95%E3%82%92%E8%A8%93%E7%B7%B4%E3%81%99%E3%82%8B%E3%81%8A%E3%82%82%E3%81%A1%E3%82%83%EF%BC%88%E3%83%99%E3%83%BC%E3%82%B9%E4%BB%98%E3%81%8D%EF%BC%89/dp/B0DSTB8YM6,404
8-Shaped Pull-Up Resistance Band,https://bondonl.com/products/planme,404
Men's everyday fitted knit sweater,https://ru.dhgate.com/product/knitted-high-neck-knitwear-men-s-long-sleeved/1035406494.html?skuId=1322769949432852580,403
Women's retro-style pantsuit,https://www.ouku.com/ru/p/women-s-suits-comfortable-drawstring-pocket-full-zip-sports-fashion-daily-retro-plain-school-vacation-home-office-cardigan-regular-stand-collar-loose_p11653147.html?currency=AUD&litb_from=paid_adwords_shopping&sku=1_47%7C2_288&country_code=AU,404
Feimuko dental varnish,https://peuhoy.com/products/instant-whitening,404
Dirt Stains Remover,https://bondonl.com/products/mold111,404
"Bee Venom Cream - Gentle Hydrating Cream, Wrinkle Removal and Firming, Moisturizing, Lifting Recovery,Anti-Aging",https://www.amazon.com.au/Bee-Venom-Cream-Moisturizing-Anti-Aging/dp/B0F4J9XMCP,404
Suzuki GS125 motorcycle model,https://kion-ua.shop/model-motoczikla-suzuki-gs1252/,404
Rotating Steel File Set,https://www.alaskatag.com/products/5-piece-rotating-steel-file-set?st=,403
360° Magnetic Foldable Holder,https://truvalue.com.ng/multifunctional-magnetic-foldable-holder/,403
Smart Socket WIFI EU Plug,https://rozetka.com.ua/ua/490893209/p490893209/,403
Pro Car Windshield Sun Shade Umbrella,https://rozetka.com.ua/ua/432208169/p432208169/,403
Mini Hand Clip Fan Portable,https://bt.rozetka.com.ua/ua/490062979/p490062979/,403
Stainless Steel Double Sided Chopping Board,https://rozetka.com.ua/ua/razdelochnie-doski-bez-brenda-151177270/p546962928/,403
Gardening scissors,https://rozetka.com.ua/ua/426985376/p426985376/,403
Portable Rechargeable 5-Speed Mini USB Fan 2026 with Display Screen & Phone Stand – Foldable Handheld Cooling Fan,https://bt.rozetka.com.ua/ua/500952524/p500952524/,403
Blueberry seeds,https://aeteriude.com/products/perfect-blueberry,403
Folding Nakiri Knife,https://www.intensifya.com/products/folding-nakiri-knife,404
Air Fryer Disposable Paper Liner,https://www.separatelypm.com/pages/news-air-fryer-paper-liners,404
Long bean seeds,https://rongiva.com/products/dlh%C3%BD-fazu%C4%BEov%C3%BD-hrach-vysokov%C3%BDnosn%C3%A1-zelenina-za-kr%C3%A1tky-%C4%8Das,403
Broccoli seeds,https://rongiva.com/products/four-seasons-green-broccoli-stem-seeds,403
Green asparagus seeds,https://rongiva.com/products/four-seasons-asparagus-mary-washington-seeds5ad59f8f-a57c-4087-a551-1ed46516a3da-1,403
Medinilla Magnifica,https://www.goodspickes.com/products/0e6a79f6?cfb=773f4595-95b2-41f5-8061-530cf460cddb&scm=collection.v38.177.202.203.204&score=0.045454545454545456&ssp=-,403
Cosmos Cupcake Blusher seeds,https://www.goodspickes.com/products/cosmos-cupcake-blush-flower-seeds-v2gp?cfb=6f8ee6d5-a910-4d15-b674-3e01fc70cd05&scm=collection.v38.177.202.203.204&score=0.041666666666666664&ssp=-,403
Lavender seeds,https://www.goodspickes.com/products/39b3d364?cfb=4bcd1fb5-75ef-43ee-bcab-4bfde1927c3e&scm=collection.v38.177.202.203.204&score=0.03125&ssp=-,403
Chrysanthemum seeds,https://www.livelyseed.com/products/mixed-spider-mums-flower-seeds-over-20-colors,403
Money Tree Seeds,https://yoloim.com/products/copper-coin-grass-seed,403
Heatless Curling Headband,https://www.alaskatag.com/products/cotsa,403
Waterproof drawstring backpack,https://www.cukier.shop/poland/products/%F0%9F%94%A5last-day-50-off-lightweight-foldable-waterproof-drawstring-backpack-spacious-storage-bag?st,403
Lumazo Polypeptide Collagen Elastic Essence,https://www.global.ubuy.com/product/T8M54W9E0-lumazo-polypeptide-collagen-polypeptide-collagen-elastic-essence-cream-micro-molecular-collagen-anti-wrinkle-lotion-peptide-collagen-firming,403
Men Compression Shirt,https://orvena.pl/produkt/formathor/?utm_medium=paid&utm_source=ig&utm_id=6959068454463&utm_content=6959074246463&utm_term=6959074244063&utm_campaign=6959068454463&fbclid=PAZnRzaARSP6ZleHRuA2FlbQEwAGFkaWQAAAZUSUMP33NydGMGYXBwX2lkDzEyNDAyNDU3NDI4NzQxNAABp2Hefj6AUOWkoZ5hBd4biM-z_wZx4djx8L8u-Er995rJqZN1A4hWxbrmzQRi_aem_c0sYHGRoPJel9s-Px5aOwA,404
Women's cotton and linen set with batwing sleeves and wide-leg pants,https://zuritaboutique.com/products/mariel-ensemble-coton-lin-manches-chauve-souris-pantalon-large?variant=57383718486348&utm_medium=paid&utm_id=120247176610880655&utm_content=120247176610870655&utm_term=120247176610890655&utm_campaign=120247176610880655&fbclid=PAdGRleARavcBleHRuA2FlbQEwAGFkaWQBqzQrilYCL3NydGMGYXBwX2lkDzEyNDAyNDU3NDI4NzQxNAABp-ptdvLeOtxzkz2YjidbaOQlLOldcS6GhMk5LUPEBo-5B-epwAaGRr-FEshD_aem_gQkzavQzW9v1AJeY89Xvtw&utm_source=facebook&campaign_id=120247176610880655&ad_id=120247176610870655,404
Dual ended two in one silicone face mask brush,https://elitebaz.com/products/dual-ended-two-in-one-silicone-face-mask-brush,404
Multifunctional pliers screwdriver pocket tool,https://elitebaz.com/products/mini-multifunctional-tool-9-in-1-multifunctional-pliers-screwdriver-pocket-tool,404
Reusable Pet Hair Remover for Laundry,https://www.definitew.com/products/reusable-pet-hair-remover-for-laundry,404
Meat Cleaver Knife with Sheath,https://www.alaskatag.com/products/meat-cleaver-knife-with-sheath?st=,403
